track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,date_clean,year,decades
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,85,7GEzhoTiqcPYkOprWQu581,One Kiss (with Dua Lipa),2018-04-06,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,2018-04-06,2018,2010s
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,87,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,2019-02-08,2019,2010s
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,85,7oiJYvEJHsmYtrgviAVIBD,Back from the Edge,2016-10-28,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,2016-10-28,2016,2010s
3GRSqlALWISqLeNncZMbpX,Mean It,Lauv,85,4aoWQU2gSUjl4AZeCPSo1b,~how i'm feeling~,2019-11-14,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,232853,2019-11-14,2019,2010s
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,91,7baaCf70tVcUBL2bbkuXjo,How Do You Sleep?,2019-07-19,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,2019-07-19,2019,2010s
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,87,3xgS4rfthlsvhW7J2WLiiR,Liar,2019-09-04,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,2019-09-04,2019,2010s
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,87,66QwiCFDLtRbrZ5Vs9wlL9,Graveyard,2019-09-13,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,2019-09-13,2019,2010s
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,85,0rSLgV8p5FzfnqlEk4GzxE,Closer (feat. Halsey),2016-07-29,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,2016-07-29,2016,2010s
5w9c2J52mkdntKOmRLeM2m,Con Calma,Daddy Yankee,87,1otwHKoQ5KPaiekpYk4tWh,Con Calma,2019-01-24,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,2019-01-24,2019,2010s
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,2019-05-31,2019,2010s
0TK2YIli7K1leLovkQiNik,Señorita,Shawn Mendes,93,2ZaX1FdZCwchXl1QZiD4O4,Señorita,2019-06-21,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,2019-06-21,2019,2010s
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),Ed Sheeran,90,5Nux7ozBJ5KJ02QYWwrneR,I Don't Care (with Justin Bieber),2019-05-10,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,2019-05-10,2019,2010s
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),BTS,85,1AvXa8xFEXtR3hb4bgihIK,MAP OF THE SOUL : PERSONA,2019-04-12,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,2019-04-12,2019,2010s
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,35s58BRTGAEWztPo9WqCIs,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,2018-12-14,2018,2010s
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,85,7GEzhoTiqcPYkOprWQu581,One Kiss (with Dua Lipa),2018-04-06,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,2018-04-06,2018,2010s
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,87,4wquJImu8RtyEuDtIAsfcE,Higher Love,2019-06-28,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,2019-06-28,2019,2010s
51Fjme0JiitpyXKuyQiCDo,Lalala,Y2K,91,4WlC4FXhonJhNTXCQPGP3r,Lalala,2019-06-28,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.137,0.496,129.972,160627,2019-06-28,2019,2010s
4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now,Selena Gomez,86,4O04QLiB0lGHQlygXxiMuX,Look At Her Now,2019-10-24,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355,162596,2019-10-24,2019,2010s
07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,89,1k1HuvFs562Z3CCiSYhtc1,Good as Hell (feat. Ariana Grande) [Remix],2019-10-25,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,2019-10-25,2019,2010s
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,97,0ix3XtPV1LwmZADsprKxcp,Don't Start Now,2019-10-31,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,2019-10-31,2019,2010s
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,94,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,2019-12-06,2019,2010s
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,98,2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights,2019-11-29,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,2019-11-29,2019,2010s
6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,Tyga,91,3Cse4lihKX7ww99QnZGQAh,Ayy Macarena,2019-11-13,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.816,0.63,2,-5.568,1,0.226,0.133,0.0,0.0692,0.715,96.493,131607,2019-11-13,2019,2010s
3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,88,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,2019-12-13,2019,2010s
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,88,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,2020-01-10,2020,
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,95,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,2019-03-29,2019,2010s
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,97,4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,2019-11-13,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,2019-11-13,2019,2010s
4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish,87,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,2019-03-29,2019,2010s
6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,Billie Eilish,86,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,2019-03-29,2019,2010s
